@relation doc-subject

@attribute filename numeric
@attribute clusterID numeric
@attribute Subject0 numeric
@attribute Subject1 numeric
@attribute Subject2 numeric
@attribute Subject3 numeric
@attribute Subject4 numeric
@attribute Subject5 numeric
@attribute Subject6 numeric
@attribute Subject7 numeric
@attribute Subject8 numeric
@attribute Subject9 numeric
@attribute Subject10 numeric
@attribute Subject11 numeric
@attribute Subject12 numeric
@attribute Subject13 numeric
@attribute Subject14 numeric

@data
4320,12,0.964946,0.025116,0,0.001073,0.000036,0.000001,0.000015,0.000056,0,0.000055,0.000008,0.000005,0.006989,0,0.001701
4567,14,0.000087,0.106257,0.034911,0.005289,0.602531,0.047132,0,0.162864,0.000242,0.000001,0.001969,0.003653,0.000027,0.035008,0.000028
4711,17,0,0.000014,0,0,0,0,0,0,0.999986,0,0,0,0,0,0
3748,12,0.001622,0.166073,0,0.000001,0,0,0.000006,0,0,0.061303,0.000001,0.000005,0.770989,0,0
3602,17,0.001493,0.033,0.000001,0,0,0,0.006215,0,0.957626,0.001623,0.000004,0,0.000006,0.000031,0.000001
3850,12,0.000003,0,0,0.000015,0,0,0,0.016277,0.000027,0,0.000028,0.639178,0.329496,0.014975,0
4445,12,0.094966,0.020467,0,0,0,0,0,0,0,0.423219,0.001484,0.44409,0.015773,0,0
3939,12,0,0,0.002682,0,0,0,0,0.995392,0.001925,0,0,0,0,0,0
4152,12,0.000013,0.009592,0,0,0,0,0,0,0,0.014037,0,0.004125,0.97223,0.000003,0
3898,12,0.121233,0.006267,0.024881,0.186244,0.000013,0.000131,0.0137,0.000004,0.000144,0.640291,0.000044,0.000005,0.006946,0.000088,0.000009
4021,15,0.000008,0.000011,0,0,0.060429,0.000002,0.00019,0,0.002114,0.000004,0.909605,0,0.000006,0.02751,0.000121
4030,16,0.018395,0,0,0,0,0,0.005252,0,0,0,0,0.000002,0.070698,0.905631,0.000021
4236,13,0,0,0,0.000039,0,0.00001,0.999942,0.000006,0,0,0.000001,0,0,0,0.000001
4132,12,0.000028,0.000532,0,0.027413,0.005213,0.001448,0.00002,0,0.006303,0.735762,0.000002,0.144011,0.076852,0.00002,0.002398
4770,12,0.010583,0.942697,0,0,0,0,0.000003,0,0.000439,0.046244,0,0,0.000033,0,0
3914,12,0.000076,0.000248,0,0.998786,0,0,0,0,0,0.000889,0,0,0,0,0
4438,12,0.073671,0.640212,0,0,0.181092,0,0,0,0.003428,0.000854,0.000002,0.100647,0.00009,0.000005,0
4100,12,0.022392,0.281074,0.000014,0.000445,0.003579,0,0.000062,0.00001,0,0.014472,0,0.004326,0.673488,0.000001,0.000138
4759,12,0.003908,0.006912,0.000383,0.430697,0.000036,0.00106,0.009448,0.000003,0.000166,0.000501,0.107726,0,0.060487,0.182092,0.196583
4753,12,0.022547,0.005782,0.961486,0.000042,0,0.000007,0.000001,0.00021,0,0.000346,0.000812,0,0.008729,0.000001,0.000037
3763,17,0.005046,0.080372,0.006718,0.000789,0.139454,0.000007,0.000003,0.034193,0.600694,0.046605,0.037467,0.015256,0.002337,0.024932,0.006125
4366,12,0.319172,0.13185,0,0.000001,0.014826,0,0.001517,0,0.014528,0.006536,0.000015,0.000012,0.505216,0.006321,0.000004
3762,12,0.000161,0.00168,0,0.000022,0,0.000017,0.000326,0,0,0.988784,0.000001,0.000047,0.008964,0,0
4294,12,0.164,0.459827,0,0.025689,0.000076,0.000101,0.000095,0.00003,0.00438,0.11571,0.000242,0.116317,0.00104,0.000448,0.112044
4787,12,0.065246,0.013256,0,0.000002,0.000177,0.012448,0.015792,0.006491,0.003029,0.309962,0.000664,0.015464,0.546124,0.011315,0.000028
4083,12,0.884561,0,0.034007,0.000733,0.025938,0.000512,0,0.000001,0.001099,0.052338,0.000003,0.000007,0.000046,0.000001,0.000753
3645,12,0.990689,0,0,0,0,0,0,0.000001,0,0,0.000008,0.004037,0.000327,0.004937,0
4766,13,0.035707,0.000092,0.000041,0.000363,0.000181,0,0.82698,0.000005,0.000015,0.000024,0.000033,0.00003,0.004968,0.000003,0.131557
3965,16,0.000008,0,0.000004,0.001034,0,0.000558,0.000007,0,0.000746,0.000004,0,0,0.000007,0.96789,0.029741
3896,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4493,15,0,0.000001,0,0,0,0,0,0,0,0,0.984048,0.000026,0.015925,0,0
4549,11,0,0.00051,0,0,0,0.99949,0,0,0,0,0,0,0,0,0
4688,12,0.993041,0,0,0.000001,0.000001,0,0.000006,0.000129,0,0,0,0,0.006821,0,0
4473,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4274,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4542,15,0.000011,0.000001,0.000006,0,0,0,0,0,0,0,0.99998,0.000001,0,0,0
4560,13,0.003199,0.000001,0,0.000382,0,0,0.765919,0,0,0.007913,0,0.004636,0.007783,0,0.210168
4657,16,0.004257,0.071078,0.105064,0.000006,0.096649,0.000093,0.029878,0.000003,0.000016,0.125763,0.108565,0.000018,0.005563,0.450429,0.002617
4584,12,0.013147,0.264898,0.000012,0,0.000346,0.000045,0.000174,0,0.000002,0.477249,0.002392,0.007357,0.209371,0.01773,0.007277
4546,12,0.761577,0.011995,0.000818,0.000001,0.000002,0,0,0,0,0.000312,0.002264,0.000471,0.000009,0.00004,0.222511
4077,12,0.022514,0.022324,0.000001,0,0,0,0,0,0,0.893639,0.000002,0.000008,0.061513,0,0
3924,12,0.040743,0.015944,0.004428,0.350248,0.000008,0.018559,0.000381,0.003875,0,0.019212,0.001113,0.01512,0.019693,0.017657,0.49302
4714,12,0.000003,0.00169,0,0,0,0,0,0,0,0.000013,0.000001,0.000021,0.998272,0,0
4108,12,0,0,0,0.995508,0,0,0,0,0.001835,0,0,0.002657,0,0,0
3702,12,0.122498,0.443458,0.000538,0.043637,0.000364,0.000025,0.015705,0.000121,0.010905,0.254673,0.008582,0.00027,0.079361,0.00059,0.019273
4752,15,0.000707,0.000052,0.017794,0.00057,0.000103,0,0.014494,0.000068,0.000308,0.0007,0.912241,0.000652,0.000015,0.000168,0.052126
4516,12,0.000087,0,0.001458,0.001318,0.013042,0,0.049447,0,0.000038,0.063732,0,0.593265,0.000001,0.000005,0.277608
4565,12,0.001582,0.000001,0.000034,0.000109,0.033485,0,0.000008,0.000003,0.000001,0.849987,0.011106,0.084062,0.018528,0.001088,0.000006
3604,14,0,0,0,0.000081,0.984195,0,0,0.010841,0,0.000001,0,0.000718,0.004158,0,0.000006
4599,16,0.018395,0,0,0,0,0,0.005252,0,0,0,0,0.000002,0.070698,0.905631,0.000021
3879,15,0.165833,0.113268,0,0.000085,0,0,0,0,0,0.001543,0.717469,0.001731,0.000006,0.000012,0.000052
3916,12,0.003285,0.004687,0.599966,0.003087,0.000016,0.199989,0.005101,0,0,0.000065,0.079486,0,0.007521,0.000668,0.096128
4597,12,0.121233,0.006267,0.024881,0.186244,0.000013,0.000131,0.0137,0.000004,0.000144,0.640291,0.000044,0.000005,0.006946,0.000088,0.000009
3694,12,0,0,0.000023,0.997278,0,0,0.000454,0.002244,0,0,0,0,0,0,0
4163,12,0.00043,0.000344,0.000393,0.000015,0.006173,0.001713,0.000003,0,0.000008,0.000005,0.065256,0.044766,0.868039,0.000054,0.012803
4005,12,0.001356,0.000619,0,0,0.000019,0,0,0,0.004057,0.13114,0,0.811661,0.051087,0,0.00006
4333,17,0,0,0,0,0,0,0,0,0.999926,0,0,0,0,0.000074,0
3787,12,0.000001,0.000037,0,0,0.000001,0,0,0,0.052728,0.942559,0.000007,0.004466,0.000202,0,0
4143,13,0.000016,0,0.000003,0.000073,0,0,0.845599,0.00001,0,0,0,0.000002,0,0,0.154296
3615,14,0.000025,0.032521,0,0,0.772403,0,0,0,0.195003,0.000046,0,0.000002,0,0,0
3784,12,0.000068,0.18753,0.703016,0.000002,0.076228,0.000027,0.000659,0.000863,0,0.000414,0.027173,0,0.001735,0.000018,0.002266
4789,16,0.000266,0.000003,0.000003,0.000523,0,0.000001,0.000002,0,0.028923,0.000041,0.005066,0.000031,0.301456,0.663685,0
4566,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3765,12,0,0,0,0,0,0.000132,0,0.999868,0,0,0,0,0,0,0
4463,12,0.002185,0.000001,0.000027,0.00001,0.000001,0,0,0,0,0,0.026202,0.436422,0.353441,0.181711,0
4538,12,0.066881,0.888372,0,0,0,0,0.000001,0,0,0.000256,0,0.000002,0.044488,0,0
4326,16,0,0.000229,0,0,0.048775,0,0,0,0,0,0,0,0,0.950995,0
4706,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4754,13,0.000091,0.087645,0,0,0,0.000119,0.908173,0,0.00046,0.002567,0.000003,0,0.000936,0,0.000006
3700,13,0,0,0,0.118723,0,0.039777,0.841241,0,0.000257,0,0,0,0,0,0.000001
4273,13,0.001017,0,0.000001,0,0,0.000284,0.844374,0,0,0.000001,0.000045,0.00078,0.153415,0.00002,0.000065
3890,12,0.002016,0.002642,0,0.00111,0.000013,0.000328,0.04239,0.000001,0,0.000053,0.000001,0.000249,0.007194,0.000006,0.943996
4713,13,0.000001,0.004605,0,0,0,0,0.994997,0,0,0.000397,0,0,0,0,0
3835,12,0.000002,0,0,0.848672,0,0,0,0.021994,0,0,0.000003,0.031977,0.003397,0.000004,0.093951
3986,14,0,0,0.000005,0,0.794788,0.004654,0.000711,0,0,0,0.019127,0.000001,0,0.162036,0.018678
4271,12,0,0,0.983367,0.000041,0.00003,0,0.000095,0.012587,0,0,0,0,0,0.000003,0.003877
4308,12,0.942974,0.049447,0,0,0,0.000001,0,0,0,0.000577,0.00001,0.000001,0.006991,0,0
4533,13,0.000041,0.025843,0,0,0.000069,0,0.97184,0,0.000697,0.000607,0.000016,0,0.000002,0.000881,0.000003
4715,12,0.000004,0.000044,0.737679,0.000068,0.000055,0.052198,0.16257,0.001406,0.000001,0,0.003692,0.00001,0.000062,0.041949,0.000262
3581,12,0.000202,0.000059,0,0,0,0,0,0,0,0.70496,0.000004,0.294639,0.000134,0.000002,0
3573,12,0.000751,0.000001,0,0.019141,0,0,0,0,0.004116,0.962583,0,0.013374,0.000033,0,0
4602,12,0.000028,0.000532,0,0.027413,0.005213,0.001448,0.00002,0,0.006303,0.735762,0.000002,0.144011,0.076852,0.00002,0.002398
3607,12,0.071648,0.099092,0.000157,0.007612,0.006767,0,0,0.000016,0.003798,0.710024,0.099767,0.000018,0.000827,0.000004,0.00027
4435,12,0.000279,0.182055,0.02222,0.000001,0,0.000368,0,0,0,0.636322,0.018298,0.00178,0.086479,0.052186,0.000012
4138,12,0.000003,0,0.667896,0.022818,0.000537,0.028141,0.000022,0.000004,0,0,0.001998,0.00009,0.000051,0.21365,0.064792
4025,12,0.001514,0.251605,0,0.008713,0,0.0001,0,0.000001,0,0.000258,0,0.724061,0.01369,0,0.000058
3727,16,0.004257,0.071078,0.105064,0.000006,0.096649,0.000093,0.029878,0.000003,0.000016,0.125763,0.108565,0.000018,0.005563,0.450429,0.002617
4747,15,0.015397,0.108157,0.000007,0.000622,0.000001,0,0,0,0,0.001315,0.737992,0.03508,0.101125,0,0.000303
3767,14,0.000005,0.000001,0.059798,0.000019,0.907455,0.000005,0.01854,0.00014,0,0,0.000794,0,0.006802,0.006417,0.000022
3590,12,0.009362,0.201211,0.074781,0,0,0.000004,0,0,0,0.462047,0.095658,0.071548,0.042784,0.000558,0.042048
4260,11,0,0,0.091231,0.000174,0,0.862689,0,0.045905,0,0,0,0,0,0,0
4422,12,0.135371,0.24634,0.000008,0.000004,0.004888,0.00001,0.000284,0.000001,0.000063,0.33235,0.008175,0.01033,0.261573,0.000591,0.000013
4548,12,0.00001,0.000041,0.000031,0,0.000068,0.000014,0.000001,0,0,0.000017,0.009553,0,0.990266,0.000001,0
4508,12,0.000093,0.000002,0.000001,0.999898,0,0,0,0,0.000001,0.000003,0.000001,0,0,0,0
4117,12,0.000008,0.291355,0,0.708589,0,0.000001,0,0.000001,0,0.000029,0.000001,0.000012,0.000003,0,0
4229,14,0.000024,0.000048,0.000035,0.000002,0.925639,0.000039,0.041572,0,0,0.000685,0.000017,0.000004,0.00033,0.000015,0.03159
4510,12,0.000179,0,0.001571,0.003011,0.000196,0.014546,0.000891,0.000027,0,0,0.218563,0.63865,0.001683,0.028275,0.092409
4070,12,0.117639,0.01985,0.0015,0,0.000001,0,0.000064,0,0,0.799475,0.003178,0.039959,0.018033,0.000284,0.000017
4385,12,0.000158,0.078693,0.873544,0.00008,0,0.000001,0.000109,0.000411,0,0.000221,0.035811,0.001883,0.001599,0.000291,0.007198
3880,11,0.000002,0.000011,0.000002,0.002543,0,0.990229,0.000001,0.006924,0,0,0.000001,0,0.000046,0,0.000242
3643,14,0,0.000887,0,0,0.972838,0.000001,0.00002,0,0.001236,0.000029,0.024863,0,0,0.000003,0.000123
4139,12,0.000005,0.000013,0.98734,0.000002,0.00006,0,0.00005,0,0,0,0.008581,0,0,0.000134,0.003815
4539,12,0.000001,0.000009,0,0,0,0,0,0,0.000009,0.000143,0,0.999835,0,0,0.000003
4436,12,0,0.000334,0.001606,0,0,0,0.000058,0,0,0,0.089415,0.000025,0,0.000961,0.907601
3830,12,0.968853,0.000086,0.00003,0.000966,0.000021,0,0.000189,0.000003,0.013129,0.000411,0.000008,0.000005,0.016249,0.000001,0.000048
4360,17,0.000052,0,0,0,0,0,0,0,0.994808,0.005112,0.000003,0.000024,0,0.000001,0
4547,12,0.0234,0.691248,0.203716,0.000003,0,0,0,0.010835,0.000999,0.003737,0.000514,0.065468,0.000076,0.000005,0
4681,12,0.102072,0.306957,0.000164,0.008287,0.000031,0.000004,0.018796,0.000108,0.078311,0.353548,0.006444,0.028007,0.051864,0.020006,0.025399
3818,11,0.000002,0.000505,0.000002,0,0,0.974859,0,0,0,0.000126,0.000004,0.024275,0.000223,0.000003,0
4593,12,0.000003,0,0,0.000015,0,0,0,0.016277,0.000027,0,0.000028,0.639178,0.329496,0.014975,0
4656,12,0.001514,0.251605,0,0.008713,0,0.0001,0,0.000001,0,0.000258,0,0.724061,0.01369,0,0.000058
4151,12,0,0,0,0,0.000001,0.000003,0,0.999994,0,0,0,0,0,0.000002,0
3942,12,0.016845,0.124261,0.726672,0,0.062801,0.000002,0,0,0.000001,0.00015,0.048626,0.002706,0.000176,0.017415,0.000344
4382,12,0.102072,0.306957,0.000164,0.008287,0.000031,0.000004,0.018796,0.000108,0.078311,0.353548,0.006444,0.028007,0.051864,0.020006,0.025399
3825,16,0,0,0,0,0,0,0.002748,0,0,0,0,0.000001,0,0.997251,0
3577,12,0.001552,0.254159,0.000002,0,0,0,0,0,0,0.077007,0.000993,0.004028,0.007877,0,0.654381
4561,16,0.024042,0.011695,0.031089,0.000001,0.000002,0.039229,0.030424,0.000013,0,0,0.031584,0.000002,0.000001,0.831751,0.000165
4379,12,0.004525,0.035255,0.008252,0.15429,0.000475,0,0.002655,0.067987,0,0.000055,0.097052,0.221646,0.000711,0.000008,0.407089
4064,12,0.003568,0.004704,0,0.000017,0,0,0,0,0,0.024181,0.000001,0.00261,0.964918,0,0
3623,12,0.000009,0,0.010784,0.000006,0,0.000061,0.000026,0.987782,0,0,0,0,0,0,0.001332
4214,12,0.993041,0,0,0.000001,0.000001,0,0.000006,0.000129,0,0,0,0,0.006821,0,0
