@relation doc-subject

@attribute filename numeric
@attribute Subject0 numeric
@attribute Subject1 numeric
@attribute Subject2 numeric
@attribute Subject3 numeric
@attribute Subject4 numeric
@attribute Subject5 numeric
@attribute Subject6 numeric
@attribute Subject7 numeric
@attribute Subject8 numeric
@attribute Subject9 numeric
@attribute Subject10 numeric
@attribute Subject11 numeric
@attribute Subject12 numeric
@attribute Subject13 numeric
@attribute Subject14 numeric

@data
379,0.01152,0.010863,0.317908,0.088548,0.042441,0.019583,0.000123,0.000002,0.138954,0.000054,0.018528,0.113067,0.017823,0.218565,0.002019
129,0.002214,0.004483,0.150339,0.053524,0.240184,0.089014,0.000009,0.000001,0.238501,0.016586,0.041929,0.07511,0.043106,0.001353,0.043648
275,0.00005,0,0.306602,0.003476,0.058053,0.281111,0.001066,0.000168,0.053736,0.000001,0.025911,0.008387,0.000439,0.250819,0.010182
799,0.28773,0.000162,0.172033,0.058219,0.002322,0.297478,0.000004,0.00935,0.039955,0,0.000021,0.020523,0.002434,0.109768,0
792,0.000017,0.000113,0.000005,0.036181,0.247154,0.004319,0.000003,0.286442,0.223313,0.020749,0.08368,0.000445,0.061265,0.013551,0.022762
224,0.000008,0.07409,0.405683,0.010311,0.004894,0.021114,0.281731,0.001497,0.005151,0.000008,0.08681,0.037928,0.001659,0.01976,0.049356
392,0.004115,0.004944,0.06253,0.09055,0.015743,0.001879,0.400575,0.114284,0.000003,0.000024,0.236306,0.015135,0.045456,0.008338,0.000118
891,0.003854,0.10175,0.172147,0.246124,0.150306,0.01143,0.000002,0,0.000016,0.000061,0.17416,0.135552,0.001148,0.000002,0.003448
2473,0.000036,0.000195,0.023837,0.441873,0.388849,0.004731,0.000151,0,0.000001,0.000003,0.027316,0.004495,0.031769,0.068213,0.008529
704,0.001699,0.000319,0.315055,0.003665,0.137379,0.117053,0.002448,0.15255,0.014309,0.003359,0.064683,0.012768,0.110428,0.013893,0.050392
394,0.204861,0.034717,0.349438,0.011145,0.100908,0,0.031282,0.010356,0.020904,0.002117,0.103503,0.018625,0.093289,0.005805,0.013049
512,0.002659,0.184669,0.000182,0.000446,0.038625,0.000023,0.014986,0.104898,0.000046,0.000001,0.219011,0.346644,0.08735,0.000445,0.000016
258,0.000331,0.29286,0.031704,0.00186,0.000178,0.189791,0.000623,0.000011,0.000025,0.000364,0.20372,0.024424,0.14436,0.098894,0.010855
827,0.000093,0.051195,0.000028,0.00459,0.170755,0.000068,0.311428,0.000476,0.000001,0.008977,0.07502,0.011305,0.129374,0.000407,0.236281
851,0.067161,0.002443,0.057236,0.003623,0.016747,0.000138,0.011612,0.000005,0.00001,0.231197,0.092205,0.234309,0.000065,0.000225,0.283024
764,0.000078,0.061372,0.285138,0.003209,0.009411,0.128514,0.000002,0.024054,0.016906,0.000062,0.302126,0.02107,0.000461,0.147595,0.000002
323,0.000009,0.01206,0.053518,0.118036,0.000411,0.338296,0,0.000049,0.069159,0.000002,0.037794,0.000054,0.317511,0.052493,0.000609
328,0.33906,0.000075,0,0.009979,0.062556,0.000001,0.001023,0,0.028003,0.280981,0.014402,0,0.231192,0.000001,0.032727
585,0,0,0.000041,0,0.000001,0.314656,0,0.000319,0.000173,0,0.000002,0,0.00004,0.291547,0.39322
194,0.287379,0.000003,0,0,0.063841,0.000001,0.000701,0.000001,0.001905,0.33834,0.251941,0.000769,0.054928,0.000184,0.000006
571,0,0.000004,0.010117,0.090947,0.436565,0.459609,0,0,0,0,0.000057,0,0.002699,0,0.000001
633,0,0,0.000001,0,0.000047,0.37883,0.232595,0.000941,0.086109,0,0.000003,0,0.000491,0.300982,0
400,0.029042,0.000455,0.000004,0.000015,0.177939,0.003292,0.136832,0.006925,0,0.000001,0.21313,0.046054,0.270249,0.108255,0.007806
497,0.001732,0.031319,0.055604,0.021996,0.00019,0.463426,0.000001,0.015594,0.06898,0.000154,0.008433,0,0.328795,0.003774,0.000002
833,0.304784,0.000005,0.260765,0.000023,0.038249,0.014972,0.046617,0.029799,0.029062,0.000001,0.00045,0.022298,0.159204,0.08145,0.01232
2476,0.000001,0.000315,0.327959,0.000219,0.072762,0.003411,0.001894,0.001868,0.286641,0.000013,0.275441,0.005773,0.005672,0.009907,0.008122
584,0.000573,0.179515,0.349301,0.199062,0.000002,0.073615,0.000123,0.010398,0,0.123344,0.000001,0.038442,0.000039,0.000001,0.025583
96,0.050156,0.00498,0.179932,0.000131,0.013804,0.024752,0.107439,0.056339,0.000012,0.086445,0.031394,0.275799,0.003306,0.134579,0.030933
850,0.133662,0.003779,0.000053,0.000003,0.290701,0,0.000077,0.039294,0.000097,0.000241,0.017073,0.000094,0.278605,0.23632,0.000002
441,0.026686,0.060603,0.111662,0.019364,0.203621,0.324239,0.023866,0.003562,0,0.000255,0.003833,0.002758,0.025712,0.045746,0.148093
3804,0.004466,0.002538,0.000006,0.001251,0.000011,0.115124,0.001915,0,0.000043,0.034218,0.194994,0.000299,0.163646,0.173017,0.308471
3907,0.000083,0,0.069453,0.000051,0,0.00001,0.506615,0.000218,0.000448,0.000004,0.000002,0.422184,0.00056,0.000272,0.000099
3945,0.114053,0.007107,0.000957,0.153911,0.02508,0.000203,0.0429,0.000027,0.042801,0.07295,0.009557,0.055335,0.226796,0.228909,0.019414
4079,0.000108,0.343881,0.000003,0.000001,0,0,0.389744,0.000259,0,0.000003,0.000002,0.046116,0.219777,0.000106,0
3653,0.121868,0.000265,0.012111,0.000407,0.006195,0,0.000003,0.009844,0.000206,0.139289,0.000014,0.117039,0.22417,0.000001,0.368588
3922,0.094403,0.44327,0.055879,0.000009,0,0.053324,0,0.353078,0,0,0,0.000033,0.000001,0,0.000001
3846,0.009106,0.000004,0.022934,0.000121,0.000021,0.02153,0.438928,0.01284,0,0.000776,0.000112,0.117604,0.336476,0.035499,0.004049
4227,0.00047,0.000003,0.000003,0.020343,0.000008,0.00346,0.000205,0.000001,0,0.434288,0.002771,0.095591,0.000912,0.39947,0.042475
3582,0.119742,0.185169,0.167369,0.074059,0.000149,0.000143,0.02479,0.003601,0.176835,0.026538,0.053941,0.000152,0.000368,0.000784,0.166359
3936,0.006125,0.091322,0.000001,0.000014,0.000026,0,0.000013,0,0,0.408646,0.361307,0.000259,0.014891,0.00035,0.117046
3732,0,0,0,0,0.474624,0,0,0,0.525376,0,0,0,0,0,0
4437,0.001196,0,0.175288,0.000568,0,0.001956,0.401894,0.007585,0.000001,0.000002,0.000001,0.001702,0.000005,0,0.409801
4531,0.002897,0.073156,0.003507,0.000045,0.404471,0.00894,0.032539,0.005504,0.000007,0.001029,0.419735,0.00038,0.033791,0.008013,0.005987
3974,0,0.00024,0.386753,0.368143,0.000001,0,0,0.24486,0.000002,0,0,0,0,0,0
4039,0.000007,0.000488,0.032868,0.013367,0.000017,0.196641,0.000087,0.259935,0.000352,0.00139,0.059678,0.00357,0.000176,0.043964,0.387461
4161,0.013513,0,0,0.000153,0.013356,0.005459,0.083035,0.448821,0.000793,0,0.111547,0,0.004666,0.311658,0.006998
3912,0.02876,0.066135,0.252218,0.006931,0.045528,0.000001,0.000008,0.000453,0.001102,0.04537,0.403521,0.051151,0.018939,0.06742,0.012463
4523,0.186908,0.209776,0.10096,0.010552,0.00001,0,0.088179,0.000003,0,0.104408,0.001199,0.030933,0.082129,0.00039,0.184555
4339,0.001637,0.001804,0.000799,0.000001,0.394642,0,0,0,0.434944,0.092528,0.001307,0.01288,0.010618,0.048834,0.000004
4104,0.00011,0,0.000925,0.004473,0,0.001204,0.348497,0.000009,0.000009,0.000115,0.000003,0.354404,0.282008,0.000166,0.008076
3911,0.000627,0.000085,0.000593,0.00878,0.295001,0,0.011141,0.027682,0.013443,0.474654,0.00166,0.003147,0.065075,0.098106,0.000006
3605,0.036079,0.001347,0.351126,0.551292,0.002523,0.001052,0.003064,0.013104,0,0,0.000017,0.000003,0.000011,0,0.040383
4621,0.009106,0.000004,0.022934,0.000121,0.000021,0.02153,0.438928,0.01284,0,0.000776,0.000112,0.117604,0.336476,0.035499,0.004049
3721,0.001358,0.000141,0.000022,0.026797,0.009296,0.004305,0.017227,0.006365,0.000061,0.310492,0.001843,0.244415,0.128566,0.078603,0.170508
4080,0.025161,0.023279,0.024959,0.000104,0.000637,0.006895,0.162844,0.00003,0.000055,0.001017,0.032972,0.192456,0.02123,0.208536,0.299825
4585,0.000108,0.343881,0.000003,0.000001,0,0,0.389744,0.000259,0,0.000003,0.000002,0.046116,0.219777,0.000106,0
4278,0,0,0.190771,0,0.002074,0,0,0,0,0.003013,0.458951,0.000082,0,0.345108,0
4167,0.041452,0.268633,0.037533,0.000003,0.001585,0.000008,0.306749,0.000138,0.01488,0.132742,0.000004,0.00017,0.195929,0.000171,0.000001
3892,0.017361,0.000222,0.013532,0.335499,0.000025,0.00007,0.007374,0.000001,0.003125,0.22751,0.102371,0.076854,0.207993,0.000848,0.007214
4607,0.094403,0.44327,0.055879,0.000009,0,0.053324,0,0.353078,0,0,0,0.000033,0.000001,0,0.000001
4575,0.000083,0,0.069453,0.000051,0,0.00001,0.506615,0.000218,0.000448,0.000004,0.000002,0.422184,0.00056,0.000272,0.000099
4692,0.119742,0.185169,0.167369,0.074059,0.000149,0.000143,0.02479,0.003601,0.176835,0.026538,0.053941,0.000152,0.000368,0.000784,0.166359
4363,0.451823,0.000035,0.000003,0.042531,0.000001,0.000105,0.000047,0.000001,0.229718,0.20889,0,0.027559,0.000003,0,0.039284
4455,0.099966,0.312555,0.234295,0.000171,0,0,0.000014,0.000672,0.000002,0.000121,0.002565,0.093948,0.000006,0.255659,0.000026
4464,0,0.011524,0,0.246496,0,0.339375,0.008775,0,0,0.000003,0.000686,0,0.000001,0.000006,0.393134
4300,0.024218,0.174966,0.027999,0.033171,0,0.0098,0.000018,0.017661,0,0.150873,0.348259,0.002565,0.129401,0.080994,0.000075
3720,0.000296,0.014865,0.013968,0.052252,0.284642,0.046244,0.000058,0.015837,0.000023,0.272105,0.013477,0.123173,0.081148,0.043758,0.038154
4252,0.000034,0,0.00061,0.000458,0.410285,0.007037,0.000006,0.581571,0,0,0,0,0,0,0
4412,0.010918,0.194615,0.005309,0.000011,0,0.056584,0,0.000297,0,0.186015,0.035976,0.000916,0.271827,0,0.237531
4343,0.085246,0,0.011004,0.182799,0.000004,0.000005,0.000033,0.3832,0.005626,0.000004,0.012648,0.163259,0.031939,0.123677,0.000557
4003,0.000507,0.00228,0.136331,0.00726,0.000241,0.164178,0.000045,0.303843,0.007443,0.036055,0.002746,0.019315,0.000091,0.001275,0.31839
3881,0.088991,0.195613,0.037679,0.303185,0.002668,0,0.000031,0.000021,0.002103,0.288004,0.000989,0.072733,0.007938,0,0.000046
4489,0,0,0.485573,0.000793,0,0,0,0.000003,0.317285,0.000033,0,0.196312,0,0,0.000001
4776,0.001196,0,0.175288,0.000568,0,0.001956,0.401894,0.007585,0.000001,0.000002,0.000001,0.001702,0.000005,0,0.409801
4661,0.00047,0.000003,0.000003,0.020343,0.000008,0.00346,0.000205,0.000001,0,0.434288,0.002771,0.095591,0.000912,0.39947,0.042475
4089,0.00055,0,0.000296,0.000071,0.000027,0.06661,0.298547,0.016571,0,0.004451,0,0.273742,0.339127,0.000001,0.000008
4383,0.026387,0.06661,0.000347,0.000042,0.000011,0,0.001708,0,0.005994,0.387947,0.260792,0.000008,0.001043,0.046593,0.202517
4173,0.000157,0.005663,0.094336,0.000164,0,0,0,0.052944,0,0.000001,0.399838,0.195078,0.076667,0.17515,0.000003
4060,0.120937,0.029467,0.000025,0.03166,0.292182,0,0.006519,0.000002,0.00792,0.098222,0.058689,0.00371,0.28895,0.0053,0.056416
4233,0.000044,0.01303,0.246801,0.03077,0.310616,0.027858,0.027966,0.00001,0.000083,0.007145,0.002547,0.015482,0.048126,0.011269,0.258255
3921,0.003052,0.000001,0.009054,0.001276,0.000025,0.011681,0.415078,0.000894,0.000001,0,0.000149,0.212172,0.246826,0.079255,0.020536
3717,0.267494,0.270286,0.000039,0.27152,0.000021,0.02612,0.000013,0.005766,0.000142,0.085974,0.000018,0.006398,0.064773,0.001432,0.000003
4601,0.121868,0.000265,0.012111,0.000407,0.006195,0,0.000003,0.009844,0.000206,0.139289,0.000014,0.117039,0.22417,0.000001,0.368588
4226,0.081526,0.21172,0.129475,0.064906,0,0.000412,0.000023,0,0,0.145825,0.206182,0.051893,0.007682,0.011256,0.0891
3667,0.058084,0.021334,0.106242,0.100741,0.000121,0.000124,0.000004,0.116916,0.000175,0.005196,0.345055,0.000231,0.011861,0.233912,0.000004
4701,0.006125,0.091322,0.000001,0.000014,0.000026,0,0.000013,0,0,0.408646,0.361307,0.000259,0.014891,0.00035,0.117046
4429,0.082059,0.03554,0.000065,0.000384,0.01019,0.263812,0.237682,0.055651,0,0.000035,0.053185,0.000015,0.001557,0.000983,0.258841
4400,0.000026,0.000762,0.002401,0.006758,0.000065,0.4277,0.004144,0.000012,0.000006,0.000089,0.082426,0.001746,0.000776,0.214667,0.258423
4250,0.042339,0.07312,0.023463,0.004921,0.000398,0,0,0.078716,0.396506,0.000026,0.002023,0.005279,0.019729,0.353478,0.000002
4496,0.076569,0.110458,0.000327,0.27845,0.000001,0.000017,0,0.005769,0,0.022654,0.057617,0.095923,0.196906,0.155305,0.000005
3910,0.000766,0.000058,0.179996,0.217977,0.000875,0,0,0.001659,0.005646,0.00001,0.015299,0.196732,0,0.000047,0.380936
3562,0.072717,0.355069,0.000139,0.054106,0.001199,0.000009,0.001541,0.000026,0.270291,0.024719,0.00363,0.000012,0.04496,0.003664,0.167918
4353,0.295875,0.026038,0.01979,0.289273,0.044932,0.010529,0.003533,0.005821,0.000132,0.190509,0.000028,0.067133,0.043152,0.000058,0.003197
4234,0.023783,0.036013,0.005325,0.254043,0.000491,0.031233,0.000111,0.000185,0.003986,0.185946,0.129757,0.04143,0.00555,0.012843,0.269302
3613,0.025573,0.005453,0,0.117275,0.007868,0.000119,0.042042,0.000265,0.375279,0.010998,0.003709,0.000016,0.086255,0.289398,0.03575
3805,0.136159,0,0.000647,0.178095,0.295203,0,0,0.000002,0.008243,0.000001,0.008534,0.317022,0.055521,0.000265,0.000308
3728,0.00835,0.081898,0.000185,0.000206,0.031225,0.027537,0.132653,0.000146,0.019343,0.003998,0.112522,0.000004,0.229916,0.154085,0.197934
3707,0.001229,0.357173,0,0,0,0,0,0,0.331663,0.006116,0,0.237257,0.066561,0,0
3944,0.000008,0,0.231252,0.000727,0.000005,0,0.000005,0.180744,0,0,0.177734,0.039006,0,0.367234,0.003285
4545,0.000066,0,0.004001,0.000059,0.000135,0.013096,0.020256,0.446089,0.000003,0,0.095582,0.000083,0.00004,0.420551,0.000037
4581,0.114053,0.007107,0.000957,0.153911,0.02508,0.000203,0.0429,0.000027,0.042801,0.07295,0.009557,0.055335,0.226796,0.228909,0.019414
3826,0.081377,0.007685,0.284405,0.026363,0.000612,0.000001,0.0001,0,0.000234,0.044637,0.174158,0.002079,0.003676,0.369766,0.004906
3859,0.003531,0.024854,0.000014,0.003171,0.011052,0.000003,0.000018,0.323141,0.000013,0.027922,0.303658,0.007283,0.271708,0.000659,0.022974
4441,0.000912,0.000002,0.165203,0.000852,0.000222,0.000002,0.001079,0,0.000003,0.352301,0.092806,0.201244,0.000839,0.000003,0.184531
4502,0.000169,0.000003,0.091815,0.000084,0,0.000016,0.4234,0.001245,0.001647,0.000008,0.00001,0.481005,0.000473,0.000014,0.000112
3813,0.013057,0.000015,0.000001,0.002304,0,0.000001,0.42034,0,0.000003,0.002713,0.000006,0.358703,0.202725,0.00012,0.000011
3906,0.06802,0.009449,0.125947,0.108657,0.006298,0.000107,0.206894,0.013061,0.000003,0.006968,0.020027,0.221624,0.118314,0.009578,0.085053
4266,0.000033,0.004444,0.014788,0.01482,0.000097,0.346245,0.003409,0.053625,0,0.000407,0.523269,0.010182,0.000046,0.000697,0.027937
4241,0.064494,0.00042,0.00013,0.001829,0.147365,0,0.263245,0.000012,0.078074,0.127576,0.000137,0.119043,0.005773,0.001129,0.190773
4049,0.166285,0.003424,0.000022,0.010723,0.001202,0.000124,0.013196,0,0.000006,0.10781,0.002259,0.36418,0.099117,0.18001,0.051643
4736,0,0,0,0,0.474624,0,0,0,0.525376,0,0,0,0,0,0
4032,0.000013,0.008581,0.000035,0.000097,0.017419,0.000003,0.388224,0.0033,0.238099,0.134165,0.019125,0.000006,0.000005,0.101117,0.08981
3969,0.002367,0.062393,0.104221,0.020647,0.067165,0.00001,0.003133,0.113338,0.000002,0.000462,0.300957,0.081764,0.243233,0,0.00031
4484,0.016023,0.063806,0.000015,0.000007,0.345893,0.000005,0.017145,0.000001,0.000218,0.101488,0.004151,0.09421,0.144949,0.212086,0.000001
3959,0.006645,0.256194,0.006403,0.074101,0.384585,0.000052,0.000004,0.087898,0,0.000245,0.009651,0.012327,0.146924,0.00009,0.014881
3651,0.07543,0.143179,0.081628,0.210132,0.000014,0.000334,0.000015,0.089378,0,0.033651,0.085673,0.013048,0.004143,0.000306,0.263068
3616,0.296781,0.038424,0.019991,0.183037,0.003272,0,0.000058,0.004111,0.008319,0.002067,0.046276,0.03982,0.062749,0.0039,0.291193
3601,0.016441,0.019601,0.355547,0.004084,0.01739,0.055624,0.444993,0.000608,0.000001,0.000026,0.050701,0.000005,0.014469,0.016787,0.003724
3783,0.385043,0.000008,0.014955,0.0001,0,0.317968,0.127411,0.153476,0,0,0.000645,0,0,0.000004,0.000389
4019,0.000003,0,0.455724,0.172531,0.147884,0.01989,0.000057,0.014802,0,0.000007,0,0.029434,0,0,0.159667
3870,0.000631,0.00352,0.000001,0.000822,0.000045,0.009856,0.022862,0,0.176686,0.085728,0.429175,0.095176,0.000021,0.003389,0.172088
4454,0,0.179221,0,0,0,0.506559,0,0,0.31422,0,0,0,0,0,0
4573,0.004466,0.002538,0.000006,0.001251,0.000011,0.115124,0.001915,0,0.000043,0.034218,0.194994,0.000299,0.163646,0.173017,0.308471
4376,0.003666,0.259712,0.000002,0.002925,0.308116,0,0.000042,0,0.047503,0.125481,0.000116,0.00233,0.000003,0.001026,0.249079
4398,0.00173,0.256357,0.000001,0.236791,0.012177,0.042816,0.012864,0.03524,0.326514,0.000288,0.000422,0,0.000002,0,0.074796
4175,0.003723,0.107528,0.000013,0.263668,0.001634,0.000082,0.000011,0.000004,0.098545,0.000042,0.208479,0,0.017882,0.298135,0.000254
4307,0.002084,0.076716,0,0.000022,0.071115,0.041506,0.000084,0,0.20962,0.272078,0.030655,0.207527,0.001452,0.031218,0.055923
4295,0.09587,0.048553,0.000001,0.185004,0.000001,0,0.000392,0,0.021557,0.000718,0.378635,0.00002,0.269015,0.000068,0.000165
4513,0.040911,0.016253,0.072337,0.139329,0.082018,0.133399,0.105686,0.027333,0.048567,0.008417,0.000313,0.000019,0.092538,0.000058,0.232822
4277,0.000519,0.090935,0.114355,0.070655,0.000872,0.216935,0.046305,0.016142,0,0.000629,0.005283,0.030454,0.001195,0.386742,0.018979
4219,0.428065,0.124982,0.000201,0.000045,0,0.000025,0.000013,0.000001,0,0.002645,0.003454,0.003448,0.04016,0.000254,0.396709
4397,0.208941,0.041918,0.017642,0.050904,0.026909,0.000026,0.000041,0.000811,0.016227,0.302774,0.046599,0.005985,0.036294,0.000527,0.244403
3809,0.010688,0.22849,0.000014,0.001723,0.134726,0.000041,0.001611,0.000003,0.000001,0.220652,0.055033,0.000273,0.18192,0.1442,0.020622
3864,0.052644,0.035028,0.000198,0.321117,0.009441,0.028945,0.000002,0.04604,0.000002,0.022616,0.002673,0.148502,0.290836,0.037919,0.004038
