@relation doc-subject

@attribute filename numeric
@attribute clusterID numeric
@attribute Subject0 numeric
@attribute Subject1 numeric
@attribute Subject2 numeric
@attribute Subject3 numeric
@attribute Subject4 numeric
@attribute Subject5 numeric
@attribute Subject6 numeric
@attribute Subject7 numeric
@attribute Subject8 numeric
@attribute Subject9 numeric
@attribute Subject10 numeric
@attribute Subject11 numeric
@attribute Subject12 numeric
@attribute Subject13 numeric
@attribute Subject14 numeric

@data
2951,14,0,0,0,0,0.000092,0,0.024282,0.157674,0.015196,0,0,0,0.802754,0,0.000001
3156,9,0.000037,0.909461,0.000799,0,0.000004,0.002205,0,0,0,0.001806,0,0.00004,0,0.081486,0.004161
2938,0,0,0,0.999964,0,0,0,0.000001,0,0.000032,0,0.000002,0,0,0,0
3225,8,0,0,0.000001,0.087986,0,0,0,0.000021,0.911713,0,0,0,0,0,0.000279
3177,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3047,9,0.000003,0.768316,0,0.007389,0.000002,0.00001,0,0,0.000001,0.000003,0.001796,0,0.000032,0.000398,0.222049
3162,0,0,0,0.950183,0,0,0,0.049222,0,0.000595,0,0,0,0,0,0
2885,14,0.00067,0.000171,0.000002,0,0.000108,0.000001,0,0.036496,0.081626,0.00004,0.00248,0.002433,0.869947,0.002097,0.003928
3500,5,0.032597,0,0,0.000227,0,0,0,0.000302,0.000002,0,0.005426,0,0.000197,0.961229,0.000019
3219,1,0,0,0.143789,0,0,0.000001,0.843663,0,0.012547,0,0,0,0,0,0
3038,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3217,1,0,0.012479,0.000087,0.000177,0,0,0.960712,0.001403,0.000662,0.000008,0,0.000001,0.018307,0,0.006162
3453,5,0,0,0,0,0,0,0,0,0,0.000002,0,0,0,0.999998,0
2939,13,0,0,0,0,0.000006,0.996456,0,0,0,0,0,0,0,0.003494,0.000043
2987,12,0.032561,0.055567,0.00002,0.911097,0.000134,0,0,0,0,0.000006,0.000002,0,0.000001,0.000599,0.000014
3320,7,0,0,0.000062,0,0,0,0.000001,0,0,0.000064,0.999872,0,0,0,0
3309,4,0.000142,0,0,0,0.000003,0.000012,0,0.00001,0,0.00007,0.000003,0,0.000245,0.000109,0.999405
3448,0,0,0.000055,0.959982,0.005649,0.000001,0,0.025281,0,0.000057,0.008744,0.00023,0,0,0,0
3158,12,0,0.046811,0,0.951462,0,0,0.001726,0,0,0,0,0,0,0,0
3220,12,0,0,0,0.75774,0,0.000001,0,0.000109,0,0.000031,0,0.242117,0,0.000002,0
