@relation doc-subject

@attribute filename numeric
@attribute Subject0 numeric
@attribute Subject1 numeric
@attribute Subject2 numeric
@attribute Subject3 numeric
@attribute Subject4 numeric
@attribute Subject5 numeric
@attribute Subject6 numeric
@attribute Subject7 numeric
@attribute Subject8 numeric
@attribute Subject9 numeric
@attribute Subject10 numeric
@attribute Subject11 numeric
@attribute Subject12 numeric
@attribute Subject13 numeric
@attribute Subject14 numeric

@data
4646,0.008631,0.031498,0.112892,0.113328,0.07072,0.008662,0.106372,0.078452,0.068634,0.089488,0.057024,0.010308,0.03326,0.112761,0.09797
4320,0.093054,0.060477,0.015169,0.04892,0.063822,0.019592,0.034241,0.09658,0.04762,0.035198,0.091645,0.088029,0.097261,0.110008,0.098385
4567,0.018397,0.050282,0.052688,0.080698,0.119268,0.066139,0.117548,0.059129,0.049228,0.024077,0.109861,0.100644,0.051687,0.080887,0.019466
4711,0.090461,0.019085,0.129586,0.003547,0.064239,0.00826,0.125676,0.08869,0.056305,0.097598,0.083302,0.07754,0.097193,0.021455,0.037063
3748,0.039397,0.11046,0.028267,0.094964,0.091313,0.103946,0.094554,0.117947,0.025146,0.065221,0.037827,0.030091,0.035845,0.096745,0.028278
3602,0.09331,0.12342,0.127555,0.006118,0.009853,0.116078,0.063596,0.120138,0.009628,0.046337,0.004773,0.118995,0.034967,0.082126,0.043106
3850,0.017077,0.009256,0.028107,0.104138,0.068256,0.117454,0.146104,0.055658,0.112082,0.035282,0.093305,0.036271,0.025641,0.069485,0.081884
4445,0.081978,0.066693,0.077127,0.018494,0.118539,0.093859,0.042834,0.021169,0.080044,0.064677,0.058969,0.049979,0.04765,0.082535,0.095452
3939,0.098518,0.108614,0.062795,0.1195,0.029449,0.098509,0.068067,0.063495,0.015064,0.120563,0.017691,0.03205,0.064301,0.050402,0.05098
4152,0.131045,0.070186,0.10082,0.049253,0.062943,0.080434,0.039053,0.051854,0.092762,0.023737,0.062007,0.104071,0.082818,0.025837,0.023179
3898,0.015855,0.001745,0.070933,0.050513,0.121144,0.124483,0.041436,0.033611,0.097357,0.092199,0.157355,0.015168,0.055486,0.027099,0.095616
4021,0.094274,0.094331,0.072384,0.061764,0.079273,0.004646,0.080636,0.046496,0.060176,0.064709,0.03258,0.107324,0.104469,0.035843,0.061096
4030,0.008692,0.006572,0.087448,0.031533,0.122073,0.107794,0.112351,0.04297,0.009428,0.034722,0.104888,0.056705,0.070949,0.094084,0.109792
4236,0.022091,0.03176,0.017867,0.030967,0.092482,0.125776,0.10138,0.027278,0.127636,0.013912,0.025832,0.109478,0.119245,0.034746,0.119551
3653,0.053891,0.006868,0.039865,0.140718,0.088146,0.011782,0.110051,0.089097,0.139802,0.027674,0.037929,0.077679,0.009466,0.08555,0.081481
4132,0.009347,0.001839,0.112789,0.01597,0.00248,0.149024,0.134367,0.008063,0.007907,0.005117,0.048355,0.136188,0.153805,0.128344,0.086406
4770,0.060638,0.1349,0.078708,0.102597,0.015099,0.001086,0.044315,0.064212,0.028807,0.042063,0.044525,0.106752,0.116103,0.028451,0.131742
3914,0.023704,0.042359,0.095502,0.061236,0.106067,0.059096,0.061763,0.072562,0.09391,0.061031,0.108569,0.092783,0.054944,0.057419,0.009056
4438,0.118328,0.064898,0.066654,0.023263,0.011874,0.003875,0.084371,0.116648,0.032442,0.052407,0.085558,0.098721,0.065087,0.086179,0.089694
4100,0.033199,0.068161,0.039413,0.084101,0.13692,0.067014,0.126861,0.000685,0.084467,0.066521,0.081421,0.058359,0.003484,0.120087,0.029307
4759,0.045288,0.074307,0.119216,0.105701,0.111301,0.011927,0.07611,0.031642,0.017216,0.054825,0.060194,0.019342,0.146967,0.062595,0.06337
4753,0.074436,0.082243,0.096347,0.080174,0.099649,0.102081,0.034968,0.108232,0.015746,0.054457,0.078323,0.057129,0.033029,0.054903,0.028284
3763,0.078991,0.021499,0.018505,0.018268,0.054727,0.041607,0.057492,0.104505,0.08402,0.122867,0.017193,0.087318,0.111102,0.084955,0.096954
3922,0.047653,0.062602,0.049626,0.025135,0.121433,0.126454,0.091602,0.013488,0.104741,0.055654,0.110289,0.058527,0.023674,0.000328,0.108796
4366,0.068099,0.146453,0.043162,0.155484,0.11329,0.064688,0.117517,0.019369,0.042191,0.022378,0.081702,0.038191,0.020506,0.032971,0.033999
3762,0.125556,0.090432,0.050049,0.057013,0.031407,0.003643,0.080908,0.133236,0.157897,0.031754,0.004037,0.046848,0.025288,0.11102,0.050913
4294,0.06951,0.012459,0.030002,0.114076,0.021696,0.03018,0.111833,0.080273,0.048177,0.018186,0.045946,0.136178,0.118023,0.081735,0.081726
4787,0.011917,0.171916,0.017781,0.109398,0.038103,0.000924,0.063645,0.124039,0.044339,0.131928,0.012697,0.124417,0.052946,0.018394,0.077556
4083,0.107739,0.060487,0.084089,0.025001,0.118801,0.086389,0.002263,0.089122,0.041423,0.012281,0.079937,0.113212,0.095927,0.080038,0.00329
3645,0.096554,0.14198,0.054343,0.023333,0.061451,0.021002,0.112446,0.046988,0.017298,0.021341,0.086819,0.138544,0.072168,0.086073,0.019659
4766,0.005336,0.113998,0.070444,0.009465,0.001287,0.047338,0.095759,0.062612,0.108764,0.056017,0.115049,0.113845,0.055774,0.094398,0.049913
3965,0.159457,0.051682,0.0025,0.139045,0.077146,0.050874,0.074074,0.034087,0.050645,0.047023,0.067539,0.128149,0.09278,0.01253,0.012468
3896,0.079662,0.10677,0.08234,0.040851,0.044032,0.011058,0.128091,0.077177,0.034974,0.08779,0.115051,0.099806,0.001088,0.013773,0.077537
4493,0.01043,0.08467,0.102399,0.077349,0.08624,0.015877,0.11573,0.043333,0.076401,0.030686,0.095204,0.023002,0.091765,0.10779,0.039124
4549,0.034414,0.080662,0.030498,0.115825,0.064248,0.046689,0.061974,0.081575,0.052961,0.042776,0.074375,0.010401,0.135958,0.088806,0.078837
4688,0.002591,0.131114,0.071459,0.1112,0.105708,0.101399,0.001381,0.053354,0.021304,0.115766,0.080902,0.063479,0.01154,0.114291,0.014515
4473,0.040574,0.050136,0.076916,0.034212,0.05543,0.057808,0.089656,0.086948,0.083274,0.117582,0.068261,0.093257,0.044228,0.002946,0.098773
4274,0.039538,0.047708,0.062961,0.044669,0.03198,0.044199,0.110041,0.094513,0.03807,0.12419,0.003911,0.089224,0.041505,0.059089,0.168401
4542,0.071087,0.048496,0.0527,0.105817,0.088694,0.093619,0.103708,0.017143,0.03505,0.086971,0.032784,0.058697,0.065568,0.067508,0.072159
4560,0.025299,0.093983,0.11424,0.090889,0.040392,0.08881,0.02601,0.069945,0.086771,0.038841,0.088845,0.038746,0.11626,0.012422,0.06855
4657,0.057254,0.087938,0.081906,0.099481,0.054995,0.068462,0.096643,0.044258,0.042687,0.041858,0.083422,0.08213,0.074609,0.046266,0.038088
3846,0.014234,0.114172,0.006362,0.135913,0.020173,0.119041,0.001799,0.095034,0.044575,0.097487,0.045771,0.033348,0.09803,0.087474,0.086586
4584,0.135605,0.053964,0.071943,0.044419,0.012328,0.093066,0.068562,0.112057,0.006799,0.040722,0.021932,0.147817,0.001297,0.112632,0.076857
4546,0.05939,0.045893,0.133326,0.094972,0.039004,0.046121,0.003862,0.085833,0.081649,0.026969,0.021155,0.089968,0.022294,0.107903,0.141661
4077,0.020752,0.068655,0.075479,0.129196,0.103619,0.012619,0.009146,0.066413,0.05461,0.025263,0.024487,0.0994,0.097207,0.131122,0.08203
3924,0.023288,0.019211,0.091775,0.063395,0.109689,0.115782,0.003366,0.072975,0.039889,0.0744,0.049196,0.063594,0.085191,0.092796,0.095452
4714,0.091604,0.092658,0.086372,0.073259,0.0661,0.089126,0.070946,0.063688,0.063459,0.087727,0.047058,0.081864,0.017588,0.007646,0.060905
4108,0.114495,0.007472,0.026896,0.043625,0.069738,0.060851,0.049459,0.062006,0.049076,0.061624,0.103198,0.106504,0.07767,0.096293,0.071095
3702,0.100302,0.122082,0.058607,0.122532,0.099992,0.004032,0.088823,0.011235,0.022475,0.016449,0.06162,0.06539,0.119018,0.078337,0.029106
4752,0.042179,0.048989,0.101347,0.089362,0.085179,0.07158,0.077381,0.068788,0.080386,0.092571,0.058865,0.065218,0.025786,0.075079,0.01729
4516,0.081455,0.105835,0.099265,0.072201,0.042188,0.047789,0.008634,0.055756,0.105546,0.110983,0.022963,0.115739,0.059993,0.000079,0.071575
4565,0.124362,0.127767,0.038475,0.111198,0.011274,0.004456,0.053322,0.052592,0.045353,0.046527,0.066444,0.098084,0.088296,0.121686,0.010166
3604,0.010127,0.034628,0.007654,0.089139,0.096664,0.113975,0.059817,0.123623,0.116235,0.108065,0.05024,0.025791,0.077241,0.020502,0.066297
4599,0.097538,0.071857,0.064549,0.040222,0.142506,0.088759,0.106378,0.054691,0.126509,0.009601,0.107154,0.02663,0.017834,0.008724,0.037048
3879,0.076284,0.075469,0.104807,0.057469,0.080298,0.070622,0.022069,0.113391,0.052383,0.031705,0.012004,0.079612,0.109763,0.109089,0.005035
3916,0.071215,0.093722,0.080131,0.138124,0.046053,0.000305,0.136186,0.151198,0.149176,0.03183,0.000148,0.080862,0.004597,0.00702,0.009433
4597,0.071439,0.074445,0.097386,0.096763,0.04767,0.056529,0.001339,0.073185,0.0521,0.112145,0.121712,0.103044,0.01098,0.049172,0.032089
3694,0.096398,0.035814,0.115122,0.087362,0.022087,0.106904,0.073728,0.057169,0.064002,0.094567,0.013639,0.057063,0.055057,0.026144,0.094945
4163,0.076817,0.040338,0.073545,0.007452,0.065973,0.0864,0.026039,0.098894,0.040092,0.135629,0.006898,0.108962,0.100749,0.046368,0.085845
4005,0.009099,0.099018,0.051983,0.116409,0.084217,0.037718,0.04396,0.069952,0.075822,0.038407,0.018593,0.085937,0.070771,0.061036,0.137076
4333,0.12494,0.078846,0.02772,0.019295,0.013408,0.095408,0.031914,0.131625,0.129313,0.117691,0.060033,0.071736,0.077526,0.0172,0.003344
3787,0.075909,0.04971,0.001947,0.031479,0.045716,0.101192,0.092063,0.052569,0.100866,0.059768,0.10578,0.089801,0.070617,0.034101,0.088483
4143,0.006773,0.031672,0.019369,0.131766,0.043609,0.013294,0.116852,0.124571,0.059663,0.110405,0.103944,0.11068,0.043518,0.065784,0.018099
3615,0.077507,0.083872,0.007039,0.118576,0.082796,0.047401,0.00569,0.064349,0.065543,0.077671,0.08726,0.071859,0.096237,0.019227,0.094975
3784,0.01333,0.04971,0.144882,0.122951,0.090214,0.01925,0.010739,0.078849,0.108568,0.028903,0.021015,0.091337,0.122032,0.090727,0.007492
4789,0.053505,0.052707,0.003896,0.085535,0.097881,0.07918,0.090893,0.069966,0.03723,0.102542,0.049066,0.085069,0.042957,0.119437,0.030136
4566,0.018675,0.073651,0.052198,0.084406,0.006094,0.044954,0.162689,0.068722,0.041983,0.148374,0.051267,0.059247,0.029342,0.055577,0.102822
3765,0.032181,0.047774,0.003744,0.095528,0.115189,0.122528,0.090053,0.016264,0.04027,0.072977,0.033256,0.053262,0.059333,0.121789,0.09585
4463,0.07843,0.073172,0.12347,0.051583,0.118232,0.084837,0.018474,0.09157,0.040094,0.119238,0.029758,0.000991,0.048091,0.0168,0.10526
4538,0.113054,0.056775,0.033033,0.012672,0.115458,0.073915,0.103484,0.058733,0.05171,0.024366,0.10345,0.065772,0.028021,0.095414,0.064143
4326,0.007746,0.004826,0.082638,0.068703,0.064613,0.086263,0.09528,0.120179,0.068647,0.028492,0.026844,0.113231,0.0598,0.071539,0.101197
4706,0.149033,0.090614,0.081428,0.084925,0.087774,0.076747,0.016925,0.137085,0.109868,0.005703,0.02036,0.030133,0.03207,0.015148,0.062187
4754,0.092002,0.119902,0.012129,0.04515,0.042372,0.04118,0.120913,0.121199,0.129925,0.017984,0.025687,0.13082,0.042447,0.026943,0.031346
3700,0.031457,0.106857,0.098465,0.112851,0.070259,0.0796,0.059501,0.061059,0.092905,0.017389,0.062296,0.025334,0.080282,0.090601,0.011146
4273,0.119984,0.04036,0.04372,0.075057,0.115226,0.123379,0.035161,0.037773,0.048949,0.051146,0.088306,0.103107,0.050871,0.022371,0.044589
3890,0.063295,0.064572,0.043033,0.075812,0.050318,0.109692,0.123414,0.014195,0.153087,0.008014,0.086149,0.029327,0.024504,0.108011,0.046576
4713,0.07668,0.093634,0.022399,0.107843,0.08711,0.028613,0.092883,0.017195,0.095032,0.0581,0.048696,0.073173,0.089778,0.017532,0.091331
3835,0.084583,0.029458,0.015542,0.067007,0.044105,0.068692,0.115485,0.113722,0.018099,0.068568,0.01385,0.057974,0.064841,0.132454,0.105621
3986,0.13291,0.004681,0.051048,0.034753,0.133988,0.022442,0.125464,0.045146,0.114554,0.003969,0.102544,0.085301,0.022838,0.103153,0.01721
4271,0.004631,0.013261,0.124529,0.067705,0.117521,0.024258,0.137912,0.135052,0.024088,0.089735,0.094358,0.049316,0.062666,0.01981,0.035159
4308,0.059601,0.004502,0.055962,0.087263,0.096798,0.158789,0.102456,0.029112,0.107658,0.00788,0.043648,0.103418,0.030214,0.044043,0.068655
4533,0.072878,0.086889,0.114167,0.112178,0.047754,0.085716,0.022623,0.120597,0.087831,0.020185,0.017844,0.038014,0.061387,0.028882,0.083054
4715,0.019684,0.158257,0.025188,0.099142,0.05648,0.065879,0.001825,0.09637,0.104039,0.024569,0.012709,0.077812,0.108584,0.006391,0.143069
3581,0.066826,0.11884,0.095637,0.018962,0.014954,0.05484,0.101105,0.087232,0.070966,0.06493,0.106592,0.078696,0.02055,0.049558,0.050312
3573,0.026175,0.080933,0.003984,0.078815,0.12606,0.072096,0.034893,0.045692,0.021152,0.125339,0.121055,0.090223,0.054281,0.076039,0.043264
4602,0.109121,0.065618,0.045315,0.061217,0.025621,0.05191,0.027636,0.088927,0.056717,0.019144,0.111272,0.103088,0.088491,0.038151,0.10777
3607,0.036246,0.116047,0.097401,0.002089,0.111183,0.02874,0.031476,0.13987,0.048362,0.001315,0.053338,0.109581,0.080195,0.134458,0.009699
4435,0.080437,0.071077,0.077245,0.082121,0.078411,0.045678,0.007212,0.019762,0.048662,0.025318,0.060873,0.061773,0.110357,0.122161,0.108913
4138,0.097123,0.021783,0.119529,0.080862,0.009939,0.113738,0.00764,0.072189,0.076119,0.079214,0.026065,0.097045,0.102793,0.042291,0.053671
4025,0.051876,0.014812,0.097611,0.06077,0.088139,0.155742,0.066787,0.057136,0.104012,0.008922,0.105224,0.006488,0.146743,0.023014,0.012724
3727,0.019148,0.110937,0.004294,0.090469,0.112005,0.071546,0.01559,0.119878,0.110759,0.043705,0.028882,0.026207,0.100701,0.065532,0.080348
4747,0.142109,0.072696,0.149073,0.01852,0.005423,0.04548,0.031958,0.031789,0.04768,0.100103,0.063975,0.018986,0.081776,0.069991,0.12044
3767,0.049165,0.089876,0.090802,0.072787,0.01191,0.100543,0.094226,0.029509,0.100112,0.0713,0.063804,0.006755,0.048764,0.095802,0.074642
3590,0.099511,0.125604,0.095583,0.09198,0.052007,0.007808,0.025815,0.111527,0.021692,0.070934,0.027778,0.097935,0.098361,0.057211,0.016254
4260,0.045447,0.072537,0.084509,0.078781,0.00998,0.14935,0.04537,0.066581,0.01599,0.104474,0.068485,0.03751,0.005824,0.175363,0.039797
4227,0.089612,0.019177,0.086057,0.05134,0.107023,0.064669,0.028796,0.07843,0.098895,0.098656,0.036107,0.049619,0.085987,0.075766,0.029867
4422,0.064311,0.083912,0.054191,0.074354,0.070135,0.008082,0.076586,0.058667,0.069112,0.038013,0.076056,0.032003,0.099626,0.100138,0.094815
4548,0.130402,0.113883,0.098217,0.129311,0.068838,0.059977,0.050435,0.100598,0.010694,0.088016,0.039198,0.018213,0.006533,0.065825,0.01986
4508,0.0458,0.083445,0.077029,0.02491,0.103213,0.043211,0.090997,0.077561,0.160877,0.117952,0.041113,0.032394,0.03631,0.029253,0.035933
4117,0.091177,0.03484,0.097583,0.083063,0.059097,0.088379,0.054566,0.058451,0.050997,0.082254,0.089236,0.093109,0.023096,0.061298,0.032857
4229,0.0499,0.057249,0.09769,0.079084,0.049683,0.103349,0.067638,0.042786,0.073566,0.054241,0.007347,0.04806,0.050313,0.116687,0.102408
4510,0.107256,0.048859,0.071504,0.103054,0.039109,0.045912,0.085149,0.004013,0.116391,0.067224,0.034965,0.009594,0.083802,0.073781,0.109385
4070,0.113147,0.045468,0.103818,0.003361,0.090544,0.056547,0.095659,0.04786,0.018803,0.095885,0.077733,0.030693,0.045165,0.110188,0.065129
4385,0.03341,0.047182,0.113517,0.076278,0.034983,0.036335,0.034108,0.051199,0.114776,0.09995,0.057928,0.041344,0.057045,0.113939,0.088006
3880,0.03437,0.099693,0.027339,0.066738,0.108142,0.023291,0.060494,0.092192,0.055589,0.058635,0.099886,0.060073,0.081881,0.068929,0.062749
3643,0.136646,0.109343,0.125169,0.043443,0.011084,0.027965,0.10375,0.006001,0.116879,0.058116,0.088082,0.033444,0.033168,0.04574,0.061171
4139,0.048127,0.098912,0.035408,0.029972,0.107959,0.129598,0.057073,0.000452,0.015003,0.014598,0.054305,0.100708,0.10497,0.107286,0.09563
4539,0.101182,0.075405,0.041279,0.07745,0.045725,0.045788,0.081814,0.068562,0.107536,0.095444,0.05536,0.092894,0.068545,0.002797,0.04022
4436,0.014117,0.077825,0.102344,0.058557,0.118863,0.105375,0.04568,0.07434,0.062769,0.077119,0.029456,0.038887,0.060358,0.052552,0.081758
3830,0.057029,0.042943,0.06112,0.058377,0.035539,0.106736,0.092189,0.062632,0.13495,0.064822,0.086744,0.059556,0.023686,0.00671,0.106966
4360,0.012651,0.069913,0.151778,0.040907,0.022032,0.103552,0.135409,0.040252,0.036694,0.109194,0.020326,0.11393,0.012637,0.119276,0.011447
4547,0.013874,0.050092,0.027029,0.035224,0.050356,0.215319,0.003318,0.015401,0.107572,0.071472,0.233993,0.027172,0.017599,0.013722,0.117858
4681,0.01415,0.10414,0.062338,0.013738,0.069406,0.11092,0.06295,0.100354,0.013873,0.104493,0.024248,0.112457,0.106396,0.055282,0.045255
3818,0.062502,0.028741,0.065288,0.044559,0.083867,0.120602,0.106634,0.051054,0.101381,0.020328,0.066682,0.116991,0.092131,0.036064,0.003176
4593,0.021091,0.006411,0.036849,0.119199,0.033856,0.064602,0.030034,0.076641,0.086722,0.019756,0.146637,0.000793,0.063707,0.115308,0.178394
4656,0.004847,0.133808,0.100471,0.057053,0.097575,0.033904,0.080719,0.002715,0.090627,0.076642,0.012453,0.071793,0.116826,0.003431,0.117134
4151,0.067727,0.010781,0.086345,0.076279,0.143496,0.003189,0.113306,0.061593,0.076088,0.042082,0.015171,0.11905,0.08128,0.009657,0.093957
3942,0.004246,0.164436,0.130779,0.067751,0.073556,0.041398,0.008783,0.07926,0.005921,0.079233,0.000548,0.061368,0.083333,0.135186,0.064203
4382,0.007053,0.057367,0.016804,0.070333,0.15552,0.010548,0.076072,0.143415,0.074871,0.04709,0.088285,0.109058,0.130882,0.006502,0.006201
3825,0.040945,0.033564,0.122189,0.053072,0.047891,0.092463,0.063051,0.094046,0.03237,0.129168,0.127509,0.018727,0.032198,0.030721,0.082087
3577,0.06962,0.045984,0.083395,0.115859,0.057976,0.000686,0.10734,0.060402,0.039119,0.01437,0.114314,0.068231,0.125423,0.094358,0.002922
4561,0.09435,0.046163,0.129811,0.068346,0.06524,0.050347,0.090338,0.092785,0.049523,0.10272,0.032034,0.032187,0.109843,0.033932,0.00238
4379,0.053001,0.009689,0.057849,0.07326,0.032961,0.099642,0.028558,0.09168,0.067268,0.057904,0.113697,0.098116,0.049249,0.084823,0.082304
4064,0.152776,0.067287,0.02297,0.036823,0.165585,0.00504,0.042093,0.143112,0.016889,0.001211,0.103833,0.026921,0.062664,0.025485,0.127311
3623,0.026595,0.013771,0.032797,0.120373,0.050385,0.022432,0.105948,0.006349,0.158945,0.025499,0.106134,0.088528,0.115611,0.10894,0.017694
4214,0.055785,0.074814,0.044168,0.036081,0.059378,0.053505,0.090623,0.050647,0.035198,0.003926,0.045655,0.103642,0.097018,0.133922,0.115637
4582,0.132937,0.117127,0.012746,0.056479,0.045178,0.045663,0.123308,0.106222,0.035067,0.027677,0.130629,0.017937,0.093631,0.017778,0.037622
4217,0.112839,0.089872,0.06674,0.057836,0.063638,0.071183,0.04097,0.087514,0.019201,0.010148,0.063398,0.114006,0.095978,0.013156,0.09352
